texture2.bmp
156
52220;5889;49152;0.250000;0.250000
51974;5889;49152;0.261719;0.250000
51974;7165;49152;0.261719;0.261719
52220;5889;49152;0.250000;0.250000
51974;7165;49152;0.261719;0.261719
52220;7165;49152;0.250000;0.261719
52220;5889;49206;0.250000;0.250000
52220;7165;49206;0.261719;0.250000
51974;7165;49206;0.261719;0.261719
52220;5889;49206;0.250000;0.250000
51974;7165;49206;0.261719;0.261719
51974;5889;49206;0.250000;0.261719
52220;5889;49152;0.250000;0.250000
52220;5889;49206;0.261719;0.250000
51974;5889;49206;0.261719;0.261719
52220;5889;49152;0.250000;0.250000
51974;5889;49206;0.261719;0.261719
51974;5889;49152;0.250000;0.261719
51974;5889;49152;0.250000;0.250000
51974;5889;49206;0.261719;0.250000
51974;7165;49206;0.261719;0.261719
51974;5889;49152;0.250000;0.250000
51974;7165;49206;0.261719;0.261719
51974;7165;49152;0.250000;0.261719
51974;7165;49152;0.250000;0.250000
51974;7165;49206;0.261719;0.250000
52220;7165;49206;0.261719;0.261719
51974;7165;49152;0.250000;0.250000
52220;7165;49206;0.261719;0.261719
52220;7165;49152;0.250000;0.261719
52220;7165;49152;0.250000;0.250000
52220;7165;49206;0.261719;0.250000
52220;5889;49206;0.261719;0.261719
52220;7165;49152;0.250000;0.250000
52220;5889;49206;0.261719;0.261719
52220;5889;49152;0.250000;0.261719
51450;5889;49150;0.250000;0.250000
51204;5889;49150;0.261719;0.250000
51204;7165;49150;0.261719;0.261719
51450;5889;49150;0.250000;0.250000
51204;7165;49150;0.261719;0.261719
51450;7165;49150;0.250000;0.261719
51450;5889;49204;0.250000;0.250000
51450;7165;49204;0.261719;0.250000
51204;7165;49204;0.261719;0.261719
51450;5889;49204;0.250000;0.250000
51204;7165;49204;0.261719;0.261719
51204;5889;49204;0.250000;0.261719
51450;5889;49150;0.250000;0.250000
51450;5889;49204;0.261719;0.250000
51204;5889;49204;0.261719;0.261719
51450;5889;49150;0.250000;0.250000
51204;5889;49204;0.261719;0.261719
51204;5889;49150;0.250000;0.261719
51204;5889;49150;0.250000;0.250000
51204;5889;49204;0.261719;0.250000
51204;7165;49204;0.261719;0.261719
51204;5889;49150;0.250000;0.250000
51204;7165;49204;0.261719;0.261719
51204;7165;49150;0.250000;0.261719
51204;7165;49150;0.250000;0.250000
51204;7165;49204;0.261719;0.250000
51450;7165;49204;0.261719;0.261719
51204;7165;49150;0.250000;0.250000
51450;7165;49204;0.261719;0.261719
